MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.299,23,4.87,2.32,3333.0,2.52,39.0835,-118.8684,1.337
0.473,22,5.54,2.54,751.0,4.13,35.1087,-119.5038,2.018
0.401,5,5.37,2.82,2794.0,4.23,40.2777,-122.4484,2.096
0.399,48,5.35,2.87,829.0,2.91,37.7961,-119.5692,1.439
0.361,14,5.09,2.45,2484.0,3.03,36.9673,-119.3242,1.651
0.671,26,4.2,2.14,3947.0,2.96,39.5414,-115.108,2.063
0.277,24,5.57,2.34,1680.0,2.55,36.033,-115.1856,0.753
0.147,24,4.7,2.16,3089.0,2.62,36.5793,-119.3926,0.57
0.521,43,4.48,2.29,1447.0,3.92,38.6971,-115.3905,1.447
0.253,38,5.26,2.57,1638.0,3.31,38.5761,-115.5289,1.423
0.309,44,6.23,2.93,1077.0,2.61,41.7263,-114.542,0.98
0.47,19,5.69,2.73,977.0,2.35,37.8471,-120.7032,2.499
0.17,14,4.97,2.31,1985.0,2.47,35.5494,-122.2716,0.842
0.192,22,4.93,,792.0,2.89,35.2307,-114.5888,1.06
0.17,29,6.14,3.37,4479.0,3.64,37.5732,-118.359,0.328
0.225,17,3.1,1.86,3758.0,2.4,33.6358,-119.6001,0.481
0.347,24,6.3,3.11,1263.0,3.63,38.0869,-120.1797,1.532
0.357,8,3.63,1.64,4452.0,3.14,36.2074,-123.6101,1.805
0.328,30,4.08,2.01,1953.0,3.1,35.844,-122.357,0.886
0.181,36,4.99,2.12,2749.0,3.72,34.3285,-121.4384,1.03
0.132,27,7.67,3.67,3555.0,3.59,37.2064,-118.7112,1.291
0.303,44,7.18,3.03,,2.02,32.8575,-119.0745,1.75
0.252,50,6.21,2.66,237.0,2.24,38.2682,-118.7999,0.999
0.349,46,5.86,2.54,1559.0,2.84,35.2127,-123.6972,1.979
0.38,5,3.64,1.96,1815.0,3.25,41.0982,-124.3974,2.026
0.312,45,5.66,2.69,3011.0,3.96,37.5004,-119.6369,1.267
0.388,17,4.95,2.11,4387.0,3.05,39.9156,-122.4684,1.364
0.322,23,4.68,2.17,2302.0,4.19,40.5863,-115.1374,0.997
0.358,21,5.65,2.56,2424.0,2.51,40.8503,-119.9754,1.76
0.232,15,5.03,2.76,620.0,2.62,40.771,-120.8041,1.19
0.279,44,6.37,2.56,2725.0,2.79,34.642,-118.7879,1.286
0.319,32,3.56,1.84,2539.0,2.43,35.3815,-117.8997,0.481
0.396,49,5.58,3.28,3256.0,3.81,39.2254,-123.6393,1.366
0.259,48,4.62,2.28,4264.0,1.06,37.6074,-116.7159,0.99
0.357,21,5.09,3.16,2922.0,2.65,38.2887,-123.0554,1.637
0.271,37,5.8,3.08,448.0,3.8,38.9384,-120.4393,1.121
0.285,26,4.38,1.68,4122.0,2.78,33.5854,-120.7529,0.924
0.397,25,5.66,2.8,2490.0,3.75,34.0989,-118.5238,1.248
0.148,37,5.29,2.91,2535.0,4.54,38.5594,-117.2606,0.367
0.189,35,4.84,2.3,4391.0,3.06,38.441,-116.0914,0.474
0.177,46,5.03,2.62,3031.0,3.82,40.2656,-118.965,0.719
0.131,39,16.049999999999997,2.35,79840.0,4.69,39.0909,-122.8684,0.512
0.234,32,4.73,2.46,4424.0,3.28,34.4729,-117.1925,0.408
0.386,46,5.51,2.56,2568.0,2.97,33.1657,-119.4726,1.638
0.269,6,5.22,2.79,4915.0,3.63,36.2147,-118.3162,1.033
0.319,39,4.89,1.87,1022.0,3.83,36.0271,-119.8411,0.983
0.435,20,7.09,3.22,4382.0,2.97,39.7905,-120.1289,2.389
0.473,22,5.92,2.86,4272.0,2.66,38.8791,-117.1357,2.104
0.29,40,5.12,2.51,678.0,4.2,40.7859,-118.9969,1.096
0.478,14,5.65,2.84,935.0,2.81,37.2905,-115.3881,2.074
0.307,45,4.47,2.3,377.0,3.84,35.2426,-116.6938,1.145
0.222,25,5.06,2.61,1528.0,3.18,37.2904,-119.4987,1.151
0.241,18,5.18,2.13,4959.0,4.28,34.5473,-122.2508,1.05
0.177,17,4.25,2.14,796.0,2.41,33.075,-124.3155,0.866
0.218,22,5.89,3.52,362.0,2.4,37.247,-122.3433,1.004
0.262,48,4.99,2.68,2403.0,3.6,36.4292,-121.5467,0.667
0.394,6,5.14,2.25,1896.0,2.21,32.8062,-123.2598,1.76
0.543,26,4.93,2.41,3220.0,3.08,39.3521,-117.4745,1.695
0.183,42,8.46,4.08,3111.0,4.08,38.6213,-121.0762,0.849
0.341,24,4.84,2.07,4170.0,1.75,33.2011,-124.1824,1.221
0.207,29,3.43,1.76,2191.0,3.28,39.2452,-119.9128,0.879
0.351,18,3.9,1.75,2414.0,3.85,33.2868,-116.2647,0.596
0.284,7,6.26,3.18,308.0,2.98,37.4177,-120.9326,
0.157,32,6.84,3.09,4859.0,2.35,38.4113,-115.0255,0.876
0.411,46,4.82,2.38,1223.0,2.82,37.2404,-115.5457,1.73
0.241,27,20.34,3.3,61200.0,2.41,39.6004,-115.1615,3.61
0.247,22,6.24,2.76,4427.0,3.05,36.1629,-117.4882,1.101
0.204,7,5.31,2.36,3101.0,2.81,34.5231,-116.0307,1.665
0.236,48,5.24,2.53,3201.0,2.64,37.1209,-120.4158,0.893
0.345,44,5.68,2.83,1041.0,3.33,35.7513,-117.2212,1.639
0.278,46,6.38,2.64,3603.0,4.11,33.9371,-122.149,0.837
0.334,18,5.9,2.66,1112.0,3.23,36.9753,-122.3505,1.823
0.337,32,4.82,2.39,3520.0,3.94,34.4136,-114.592,1.419
0.472,22,5.33,2.7,2967.0,4.11,36.9678,-118.7374,1.673
0.264,12,7.48,3.25,2549.0,2.59,38.129,-123.7474,0.937
0.177,11,5.75,2.71,3660.0,3.19,39.9309,-122.4283,1.032
0.432,20,6.37,3.08,3654.0,2.7,40.6051,-119.6559,1.921
0.265,28,6.04,2.84,1182.0,1.96,38.8476,-115.6181,1.735
0.439,7,5.77,2.66,2002.0,3.25,40.9887,-115.0925,1.939
0.34,36,5.61,2.69,2523.0,2.26,37.799,-123.3087,1.164
0.284,23,6.4,2.73,928.0,3.34,39.2491,-123.8487,1.229
0.336,45,6.22,2.64,1909.0,1.91,39.8184,-123.2223,1.278
0.589,14,5.76,2.61,398.0,3.12,40.336,-117.4504,3.488
0.615,3,4.81,2.02,2306.0,1.9,39.6426,-118.9053,2.035
0.305,16,5.89,2.8,1187.0,3.47,41.0729,-116.7521,1.176
0.314,49,5.43,2.43,1266.0,2.72,36.9921,-118.2697,1.177
0.433,17,5.19,2.26,4128.0,2.66,41.5581,-123.4932,2.331
0.221,36,8.18,3.55,875.0,3.79,36.3027,-121.7949,1.74
0.334,43,3.96,1.73,779.0,2.77,33.1668,-121.0187,1.504
0.295,15,6.46,2.9,1738.0,3.08,34.2301,-117.0692,1.516
0.332,33,4.64,1.86,312.0,2.86,37.8035,-118.2331,0.904
0.222,11,5.63,2.83,4370.0,3.36,32.6386,-114.5584,0.911
0.17,19,8.07,3.9,4937.0,3.73,33.9952,-122.972,1.128
0.144,15,4.54,2.21,4065.0,3.58,36.0537,-114.6444,0.585
0.201,34,4.78,2.36,4036.0,2.67,38.4308,-122.1884,0.579
0.253,44,5.48,3.22,687.0,3.85,34.0727,-120.8936,1.18
0.268,13,4.65,1.96,2861.0,2.36,37.9612,-124.1369,0.947
0.586,15,6.38,3.37,621.0,2.48,38.7999,-121.3865,2.522
0.438,42,4.97,2.33,1643.0,2.91,39.7548,-122.4031,1.217
0.212,24,6.15,3.39,2566.0,3.73,38.7745,-122.2189,1.144
0.336,26,4.17,1.88,3471.0,2.18,34.8758,-118.4919,1.124
0.258,36,3.69,1.9,1531.0,3.62,41.9749,-116.3017,1.081
0.269,7,5.27,2.81,1429.0,2.96,40.9384,-116.6779,1.839
0.317,44,3.93,1.84,4152.0,2.7,36.0484,-115.7939,0.39
0.369,19,7.02,3.58,1276.0,3.77,32.7773,-116.821,2.008
0.264,33,3.97,2.0,2533.0,2.44,37.5227,-114.2467,0.724
0.431,22,4.46,2.09,1576.0,4.6,40.7193,-124.306,1.183
0.199,38,5.91,2.62,4292.0,2.88,40.3085,-114.1271,0.629
0.298,31,4.91,2.54,2767.0,3.1,41.0268,-120.1968,1.572
0.738,9,3.98,2.09,719.0,4.08,41.7104,-119.4831,2.473
0.321,10,7.54,3.58,910.0,3.12,39.2738,-118.4378,1.822
0.491,44,4.5,2.04,4856.0,3.83,34.0428,-124.4105,1.412
0.307,26,5.3,2.22,4713.0,1.63,32.8459,-122.592,1.448
0.364,14,5.29,2.81,3882.0,2.69,33.9384,-119.8173,1.405
0.291,8,18.63,3.05,11440.0,3.28,34.4104,-116.4201,3.45
0.28,7,5.96,2.55,3713.0,3.76,33.0832,-115.3641,
0.226,46,4.67,1.87,3371.0,3.54,36.8078,-122.9488,0.836
0.346,49,5.17,2.72,4713.0,3.47,39.9468,-121.7386,1.089
0.221,20,5.27,2.7,2534.0,3.74,32.5404,-118.1226,1.266
0.375,11,6.25,2.87,2457.0,3.33,40.1345,-120.7097,1.352
0.435,21,4.33,2.18,3236.0,1.5,41.2904,-121.3719,1.426
0.338,7,7.52,3.86,914.0,4.01,33.9439,-120.4751,2.417
0.269,28,4.74,2.21,3778.0,2.41,32.7028,-117.1332,0.767
0.349,32,5.49,2.28,2585.0,3.22,37.054,-122.4147,1.458
0.267,50,4.34,2.36,1101.0,3.13,40.751,-123.85,0.67
0.413,16,4.2,1.75,4113.0,3.03,39.4999,-124.4637,1.327
0.157,10,4.63,2.33,1469.0,2.23,32.8296,-118.97,1.19
0.264,7,4.53,2.09,4325.0,1.64,38.896,-121.8748,0.651
0.148,19,5.09,2.1,1509.0,2.3,40.2686,-118.6028,0.825
0.176,31,4.52,2.09,2545.0,3.58,35.075,-115.2496,0.702
0.479,4,6.2,3.04,2296.0,1.99,38.7074,-121.4166,2.646
0.407,38,4.72,2.1,3715.0,2.38,37.1925,-122.5725,1.294
0.231,24,13.830000000000002,2.23,21860.0,3.29,34.4535,-124.4835,2.566
0.176,40,5.11,2.32,1385.0,2.28,41.0643,-114.1958,0.698
0.105,24,6.49,3.15,1123.0,2.62,34.6186,-119.0733,0.859
0.246,8,5.71,2.52,1306.0,3.06,40.4845,-116.078,1.434
0.694,2,5.4,2.97,2373.0,3.2,39.1657,-115.49,3.113
0.346,28,4.07,2.14,3014.0,2.27,34.5986,-114.0502,1.238
0.244,27,4.36,2.4,4345.0,3.1,39.2576,-115.4739,0.401
0.35,41,4.22,2.02,2224.0,3.28,32.747,-121.4124,1.13
0.172,44,6.81,3.79,2167.0,2.11,34.7446,-118.5742,0.998
0.268,9,6.03,3.07,973.0,3.15,35.2113,-114.3913,1.955
0.308,16,4.64,2.47,674.0,2.5,40.9473,-117.8495,1.043
0.288,11,4.94,2.06,3854.0,3.09,41.1962,-116.4248,1.401
0.392,6,4.67,2.46,3237.0,3.51,35.0744,-114.9801,1.466
0.335,1,4.61,2.5,2754.0,2.88,37.0093,-118.0566,1.505
0.376,5,5.96,2.77,2331.0,3.64,41.8254,-117.2291,1.588
0.234,27,5.21,2.14,2697.0,3.55,38.8268,-118.3231,1.008
0.407,8,7.58,3.65,4259.0,3.64,33.1623,-120.9443,2.34
0.526,10,6.75,3.23,1108.0,3.28,36.2186,-121.8877,2.416
0.212,6,20.43,2.89,51880.0,3.77,36.5037,-117.8479,3.72
0.218,37,6.17,2.71,1357.0,3.27,35.4108,-114.1982,0.619
0.475,32,5.08,2.32,703.0,1.83,37.4392,-114.8806,2.037
0.278,49,6.1,3.07,3524.0,2.45,39.4922,-122.2965,0.313
0.486,6,5.15,2.35,3583.0,2.85,39.0693,-115.6511,1.952
0.255,11,7.13,3.9,4289.0,2.94,35.8397,-124.2784,1.594
0.495,23,5.9,2.99,302.0,3.25,39.4981,-118.3108,2.48
0.311,33,5.76,2.41,1050.0,2.44,37.5737,-114.7315,1.398
0.325,7,5.63,2.38,2957.0,4.41,39.8104,-114.427,1.528
0.514,11,7.24,3.31,4099.0,2.93,33.5819,-118.1679,2.77
0.262,22,4.07,2.37,4712.0,2.99,36.3452,-117.8765,1.041
0.214,1,7.34,3.95,3982.0,2.53,36.2492,-120.406,1.848
0.254,20,5.31,2.71,4543.0,2.3,35.8421,-116.9018,0.626
0.348,38,4.09,1.98,4111.0,2.91,39.1313,-121.9201,0.901
0.172,27,4.75,2.57,1715.0,3.02,37.7927,-124.1444,0.2
0.372,22,3.85,,2992.0,2.94,36.166,-115.7293,0.78
0.246,25,6.15,2.51,3249.0,4.16,37.5949,-123.8662,1.022
0.444,48,4.46,2.05,1888.0,2.91,39.1917,-117.5206,1.655
0.129,27,5.67,2.64,4450.0,2.94,38.9137,-119.9122,0.437
0.226,27,6.63,3.5,3900.0,3.57,39.7264,-124.0458,1.039
0.165,47,4.83,2.72,,2.88,40.589,-122.8219,0.546
0.223,8,5.23,2.82,2503.0,3.38,39.5242,-123.4424,0.934
0.324,5,4.2,2.38,4004.0,2.1,34.2113,-122.2487,0.606
0.279,23,5.11,2.42,1264.0,2.11,40.5425,-117.8296,1.033
0.272,16,8.07,3.71,1249.0,3.09,35.6542,-118.5085,1.841
0.281,11,6.28,3.29,2131.0,2.84,38.8268,-119.9542,1.677
0.319,6,5.24,2.46,,2.43,41.9142,-115.6479,1.559
0.209,44,4.89,2.04,2397.0,3.09,35.2991,-116.5927,0.836
0.381,31,5.46,2.19,2275.0,3.15,35.067,-117.3316,1.85
0.375,35,5.63,2.5,2625.0,2.5,34.2306,-118.2119,1.847
0.34,6,5.08,2.46,2415.0,2.64,41.8487,-117.1908,1.615
0.361,18,6.03,2.68,4508.0,3.15,36.5559,-122.1208,1.278
0.33,32,4.55,1.92,1517.0,2.29,39.9467,-121.7719,0.863
0.606,27,4.54,2.67,2173.0,2.58,32.9678,-121.3698,1.754
0.288,35,5.87,2.45,3743.0,3.37,34.214,-116.7188,0.86
0.267,34,4.33,2.18,1567.0,2.98,33.1003,-119.9611,0.945
0.228,21,6.23,3.13,3351.0,2.67,40.2485,-114.4252,1.718
0.207,40,5.49,2.7,4819.0,2.37,33.5123,-124.0779,0.737
0.192,13,3.67,1.7,2001.0,2.29,41.27,-120.4767,0.746
0.218,5,5.61,2.99,1361.0,2.91,38.8057,-122.8754,1.571
0.29,46,3.81,1.87,1112.0,4.42,41.1406,-115.9286,0.56
0.334,2,6.19,2.81,253.0,3.4,36.3842,-119.4641,2.269
0.303,15,5.25,2.45,1563.0,2.07,37.4937,-117.9898,1.718
0.227,6,7.35,3.38,4279.0,3.5,32.7619,-118.2215,1.478
0.407,12,6.57,3.23,1422.0,2.47,36.9261,-123.6698,2.775
0.385,20,4.44,1.98,4781.0,3.0,38.1118,-116.2707,1.633
0.281,7,3.48,1.51,4774.0,2.59,33.4556,-115.8692,0.899
0.237,24,4.74,2.06,3474.0,4.42,41.8217,-118.1219,0.871
0.36,47,4.28,1.96,4908.0,2.21,32.5417,-121.5501,0.768
0.318,7,7.33,3.2,2156.0,3.22,35.0408,-116.897,1.927
0.179,47,5.49,2.41,4790.0,2.52,38.3484,-117.143,0.493
0.29,21,6.43,2.44,2810.0,3.52,37.2276,-114.9183,1.427
0.326,30,5.21,2.23,587.0,3.21,34.7724,-123.268,1.369
0.217,23,5.32,2.56,4193.0,3.88,41.8742,-114.9471,0.534
0.318,16,5.47,2.85,4762.0,3.5,34.2943,-115.1857,1.118
0.179,6,6.61,3.23,4449.0,2.51,37.8993,-121.376,0.643
0.475,30,5.81,2.86,2200.0,5.04,33.6009,-116.9799,2.099
0.46,46,4.44,2.02,692.0,3.39,33.0333,-121.7311,1.557
0.272,27,7.12,3.63,3010.0,2.61,37.1348,-122.0315,1.421
0.338,30,5.21,2.23,4366.0,3.14,40.1447,-117.7639,1.511
0.128,33,5.04,2.77,4235.0,3.44,37.5475,-123.9746,0.2
0.198,20,2.67,1.51,3163.0,3.41,35.2895,-123.487,0.236
0.268,7,6.13,2.96,3974.0,3.35,32.6589,-117.5685,0.947
0.204,26,5.6,2.9,354.0,3.68,41.4351,-114.5054,1.384
0.382,44,5.6,3.03,3192.0,3.61,34.5129,-124.1426,1.556
0.598,16,5.1,2.58,720.0,2.41,37.9584,-124.2594,2.875
0.197,44,4.92,2.53,3796.0,4.48,32.6475,-123.7149,1.027
0.222,43,5.13,2.44,418.0,4.38,33.4234,-124.4825,0.779
0.323,13,5.96,3.02,3055.0,3.56,34.1166,-114.7527,1.333
0.523,29,6.14,3.08,4753.0,3.03,33.567,-119.5226,1.56
0.194,38,5.27,2.51,737.0,3.04,37.5422,-117.2328,0.526
0.324,25,6.45,2.8,2247.0,2.77,36.272,-120.1279,1.536
0.562,35,5.42,2.26,396.0,2.86,40.1122,-114.0289,1.674
0.167,46,5.0,2.35,3634.0,1.47,33.6039,-119.4607,0.2
0.19,32,5.7,2.66,4641.0,4.07,36.5951,-114.6377,0.712
0.256,42,4.14,2.01,208.0,3.82,36.5684,-117.6791,1.122
0.248,41,5.73,2.61,2820.0,1.83,34.6927,-114.5487,0.763
0.395,41,3.96,1.82,4007.0,3.62,33.4116,-119.301,1.087
0.324,43,4.47,1.89,321.0,2.99,32.6013,-115.2718,1.692
0.16,12,3.48,2.02,2513.0,2.86,32.6789,-120.9942,0.2
0.356,1,5.32,2.59,819.0,3.34,36.2869,-117.5574,2.133
0.243,8,7.11,3.28,4633.0,1.78,33.0156,-118.0196,1.552
0.464,13,5.38,2.57,2645.0,2.99,36.2483,-119.3882,2.369
0.239,35,6.14,3.21,2700.0,3.06,36.6554,-119.2344,1.358
0.238,26,7.85,4.27,4986.0,3.06,36.7312,-122.7137,1.12
0.359,24,5.9,2.61,3986.0,2.04,34.3207,-114.9867,1.538
0.388,1,4.73,2.43,1706.0,3.31,37.2378,-119.7308,1.294
0.348,35,4.87,,3221.0,3.74,36.227,-122.9096,1.016
0.165,19,5.5,2.42,1625.0,3.29,41.9005,-117.1046,0.958
0.359,39,4.87,2.22,2698.0,2.84,32.931,-116.8648,1.319
0.207,6,4.94,2.38,4098.0,4.88,33.0118,-124.0263,1.203
0.323,15,6.49,3.38,4751.0,2.35,40.333,-121.0054,2.024
0.181,3,6.53,3.14,4767.0,3.54,35.0272,-118.3653,0.989
0.348,15,3.85,1.64,2578.0,3.17,34.246,-115.8734,1.568
0.224,47,4.68,2.63,4496.0,4.41,40.8076,-121.2386,0.605
0.19,25,5.04,2.82,4483.0,3.27,37.5609,-121.3536,0.289
0.382,22,6.1,3.09,2822.0,3.42,38.35,-116.766,1.691
0.324,14,6.64,3.17,373.0,3.35,32.5756,-122.1984,
0.24,14,8.2,4.1,771.0,2.26,34.9771,-115.092,
0.494,34,5.03,2.26,3355.0,2.39,34.9624,-116.2006,1.444
0.255,50,15.24,2.19,83700.0,2.81,39.7285,-115.1229,0.816
0.301,38,6.09,2.82,4575.0,3.67,36.1627,-120.7857,1.02
0.327,37,4.82,2.18,1367.0,3.16,37.9856,-122.7598,0.97
0.239,24,5.36,2.49,4516.0,2.86,41.3531,-118.3569,1.332
0.351,5,5.08,,4167.0,3.96,41.8544,-122.5053,0.785
0.247,37,2.88,1.56,2528.0,1.61,33.7096,-121.7058,0.522
0.257,41,5.62,2.97,1995.0,2.09,37.7807,-120.294,1.186
0.479,26,5.32,2.91,2466.0,1.25,39.1418,-119.6414,1.594
0.207,5,6.77,3.27,3442.0,3.85,39.9295,-121.1147,1.269
0.128,36,5.51,2.56,4090.0,2.93,41.241,-121.5104,0.391
0.523,47,4.25,2.35,1023.0,3.68,39.4192,-121.9094,
0.726,12,5.24,2.48,1808.0,2.92,39.0544,-117.2536,3.149
0.258,8,3.41,1.77,776.0,3.72,33.0139,-121.2883,1.19
0.151,37,4.29,2.27,4698.0,2.91,37.6758,-117.2088,0.2
0.267,17,6.14,3.11,2153.0,3.29,38.1883,-116.6997,0.941
0.269,36,5.25,2.8,1403.0,3.18,39.1167,-117.0006,1.129
0.278,36,6.42,2.89,1175.0,3.24,38.042,-114.8984,1.189
0.201,14,3.53,1.71,557.0,4.18,36.3898,-114.4779,0.665
0.364,3,5.26,2.32,2462.0,1.86,37.1308,-122.958,1.801
0.357,28,5.02,2.5,3905.0,2.95,41.6895,-121.1338,1.174
0.176,21,6.46,3.2,1750.0,3.14,35.6265,-116.2295,1.173
0.38,43,6.17,2.49,2142.0,3.03,39.9523,-116.2911,2.383
0.61,18,6.14,3.46,3255.0,2.72,38.2707,-123.7551,2.829
0.316,13,7.04,2.99,1907.0,2.63,36.7164,-114.3986,2.263
0.264,44,5.13,2.11,3747.0,4.07,36.436,-115.5099,1.014
0.283,37,6.84,3.03,1740.0,2.95,37.6037,-115.0584,1.469
0.369,31,4.46,2.19,2341.0,4.71,40.098,-122.354,1.442
0.162,48,4.42,1.85,4906.0,3.37,33.6604,-119.2403,0.415
0.315,40,6.25,3.07,4213.0,2.8,41.1512,-119.8743,1.527
0.259,44,4.0,2.04,2944.0,3.39,39.8544,-120.7169,0.674
0.568,40,6.07,3.0,2081.0,3.08,35.8158,-122.1128,1.925
0.28,21,5.6,2.82,4961.0,3.94,32.5967,-123.0341,0.693
0.533,4,6.57,3.44,2420.0,2.18,33.4996,-115.3597,2.764
0.202,31,5.44,2.34,1849.0,1.74,33.8718,-118.9304,0.595
0.365,39,5.56,2.86,3061.0,3.25,33.484,-118.1913,1.566
0.332,50,6.01,2.87,2187.0,3.58,33.4764,-121.7532,1.703
0.219,35,4.84,2.67,4469.0,3.2,41.6214,-114.6819,0.583
0.316,29,4.79,2.28,1216.0,3.47,38.7554,-114.668,1.618
0.455,29,5.97,3.2,440.0,3.37,40.2961,-117.4498,2.127
0.265,6,5.47,2.94,2265.0,1.96,37.8467,-121.1342,1.368
0.164,1,5.09,2.45,4751.0,3.2,38.3851,-122.0551,0.882
0.296,3,5.42,2.34,,3.92,40.8695,-118.2497,1.392
0.217,46,7.09,3.24,4079.0,3.12,34.9887,-115.7548,0.695
0.264,40,5.06,2.3,202.0,2.08,39.098,-114.3467,0.59
0.289,14,5.03,2.42,2876.0,2.77,41.0434,-123.784,1.057
0.164,22,3.79,1.87,2374.0,3.39,41.3948,-120.9909,1.223
0.169,25,5.46,2.42,966.0,4.26,36.7185,-120.3929,0.484
0.352,13,6.16,3.1,3780.0,1.63,40.6388,-120.6252,1.329
0.248,22,6.34,2.8,1041.0,3.25,37.2867,-117.4883,1.164
0.121,18,5.61,2.39,2297.0,2.35,34.9499,-118.7543,0.544
0.391,35,6.46,3.34,2879.0,3.36,34.8841,-115.1406,1.786
0.327,38,6.23,3.18,2686.0,3.41,36.7918,-122.1632,1.225
0.232,5,6.61,3.32,352.0,2.84,34.9499,-120.307,1.515
0.188,24,6.48,3.59,2338.0,3.44,32.7848,-118.8178,0.779
0.398,50,7.07,3.52,3342.0,3.8,33.5027,-115.9236,1.562
0.336,44,5.33,2.26,2728.0,2.88,40.5676,-115.856,1.205
0.685,40,4.17,2.21,3704.0,2.06,40.8838,-115.4766,2.012
0.344,37,6.16,2.61,3922.0,4.0,40.7939,-119.0491,2.036
0.341,1,6.28,3.12,1060.0,3.58,37.7603,-121.9632,1.939
0.28,49,7.07,2.8,4058.0,3.39,41.3846,-116.8743,1.198
0.396,37,6.78,3.45,4495.0,2.52,37.2414,-114.4759,0.938
0.37,45,7.45,3.59,4222.0,3.69,36.8942,-121.5044,1.767
0.461,46,6.12,3.19,4286.0,4.43,37.0066,-122.417,1.125
0.248,13,5.73,2.92,1219.0,2.92,34.9141,-124.264,1.514
0.255,1,4.12,1.74,3329.0,3.07,38.3283,-117.5021,1.135
0.251,33,5.81,2.65,2397.0,2.25,36.765,-118.7773,1.363
0.392,23,4.95,2.15,4923.0,2.5,41.7592,-123.0855,1.237
0.502,2,5.71,3.11,4188.0,2.25,34.1338,-122.4051,2.209
0.253,14,5.55,2.49,975.0,3.09,33.2287,-117.5467,1.554
0.256,50,5.97,3.13,4721.0,2.76,35.8358,-119.9218,0.552
0.332,19,5.4,2.95,3546.0,3.26,34.5477,-122.0511,1.556
0.273,14,6.44,3.0,2806.0,2.38,41.9231,-118.1389,1.665
0.415,33,2.78,1.29,2341.0,2.88,37.8065,-123.947,0.987
0.135,34,5.69,2.7,2566.0,2.33,35.9173,-124.3299,1.125
0.223,17,6.7,2.99,3900.0,3.13,38.606,-121.7608,1.417
0.226,43,7.37,3.24,3870.0,1.86,36.8046,-121.4601,0.637
0.132,30,6.23,2.6,2849.0,3.11,34.4838,-123.4041,1.065
0.212,9,7.18,3.86,4960.0,2.8,36.2479,-123.2939,1.071
0.216,17,5.67,2.36,1315.0,3.13,35.2204,-122.7381,1.452
0.277,43,5.5,2.22,2244.0,1.84,38.5571,-116.8916,1.18
0.439,5,6.03,2.97,3073.0,3.46,40.2574,-116.0353,1.31
0.273,1,5.5,3.11,992.0,2.79,34.9945,-122.5931,1.684
0.207,33,4.72,2.59,2594.0,3.15,38.4026,-117.6039,0.654
0.291,23,4.98,2.48,4204.0,1.69,39.2306,-122.0466,0.956
0.429,13,4.39,1.75,3442.0,2.13,36.0151,-115.2594,1.467
0.211,24,6.03,2.87,3610.0,2.73,37.1316,-121.6763,1.263
0.216,10,5.51,2.79,976.0,3.96,35.9088,-123.1374,0.963
0.362,19,5.14,2.62,896.0,3.37,36.0426,-119.889,1.93
0.275,12,4.93,2.69,2321.0,3.09,36.7391,-122.8808,0.773
0.373,30,6.01,2.64,1752.0,2.35,35.3065,-122.4171,1.792
0.296,34,6.28,3.02,248.0,2.23,37.1391,-120.9398,1.729
0.38,46,4.37,1.73,2855.0,3.19,39.6463,-117.5624,1.369
0.207,4,4.21,1.89,3820.0,3.49,36.2458,-123.273,0.947
0.296,17,6.45,2.85,3711.0,3.15,41.4817,-121.5169,1.463
0.276,14,4.12,2.01,695.0,4.2,34.571,-115.4872,0.991
0.194,29,6.05,3.21,3947.0,2.52,36.7703,-121.6254,0.5
0.172,27,7.12,3.7,2027.0,3.13,38.216,-122.7313,0.894
0.378,44,7.12,3.9,947.0,1.81,37.661,-118.897,1.533
0.263,46,6.24,2.73,2465.0,3.15,41.4959,-124.1502,0.807
0.208,39,6.21,3.07,1240.0,4.03,35.5811,-116.0585,1.555
0.287,10,7.75,3.38,3429.0,2.27,36.0875,-122.1642,1.317
0.441,3,3.17,1.49,3771.0,3.59,38.159,-123.105,1.747
0.134,45,5.04,2.47,3683.0,4.01,38.1655,-116.0139,0.2
0.176,48,6.35,3.4,757.0,2.52,39.9807,-115.6511,0.533
0.215,13,5.16,2.39,1872.0,3.33,40.0479,-116.7853,0.793
0.496,3,6.74,3.28,2591.0,4.11,32.6033,-122.0367,2.22
0.328,35,5.46,2.39,4927.0,3.16,39.7599,-118.9666,1.456
0.389,30,5.63,2.88,2820.0,3.55,39.3198,-114.3248,1.75
0.199,45,5.23,2.35,3336.0,1.76,38.0648,-119.4835,0.589
0.201,29,4.98,2.05,1828.0,3.42,35.5114,-114.5288,1.683
0.348,39,4.95,2.3,1617.0,3.36,41.117,-117.3981,1.282
0.303,40,5.77,2.56,4022.0,2.07,39.5131,-115.6275,1.166
0.36,1,4.73,2.13,4205.0,2.32,34.9442,-122.4798,1.302
0.278,8,6.45,2.6,465.0,3.42,35.3996,-114.7693,1.493
0.328,40,,2.83,2786.0,2.79,39.2493,-115.5399,1.225
0.314,9,6.6,2.95,3931.0,3.78,41.2177,-116.257,1.935
0.39,11,4.37,2.09,957.0,3.22,37.1601,-114.6172,1.775
0.394,38,3.8,1.95,3300.0,3.04,40.8524,-116.2168,1.461
0.169,11,5.5,2.96,2473.0,2.88,36.1301,-118.4442,0.725
0.135,8,8.4,3.57,2634.0,3.2,36.2541,-117.6888,1.519
0.422,1,6.77,3.56,3050.0,3.56,39.0164,-115.8806,2.326
